full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
Aku pakai SPX Standard kapok pakai yang urutan nomer itu Dulu beli blender yang dateng sudah pecah komplain ke aplikasi malah di hubungi terus sama oknum pihak SiCepat maksa mau kunjungan kerumah ceunah,Aku pakai Standard kapok pakai yang urutan nomer itu Dulu beli blender yang dateng sudah pecah komplain ke aplikasi malah di hubungi terus sama oknum pihak maksa mau kunjungan kerumah ceunah,i used standard kapok using the order of the number first bought a blender that came to have broken the complaint to the application instead contacted the same person to visit the house,used standard kapok using order number first bought blender came broken complaint application instead contacted person visit house,"['used', 'standard', 'kapok', 'using', 'order', 'number', 'first', 'bought', 'blender', 'came', 'broken', 'complaint', 'application', 'instead', 'contacted', 'person', 'visit', 'house']","['use', 'standard', 'kapok', 'use', 'order', 'number', 'first', 'bought', 'blender', 'came', 'broken', 'complaint', 'applic', 'instead', 'contact', 'person', 'visit', 'hous']",use standard kapok use order number first bought blender came broken complaint applic instead contact person visit hous,0.06,0.245,0.694,negative
pengirimannya lemot banget anjir,pengirimannya lemot banget anjir,the delivery is very slow,delivery slow,"['delivery', 'slow']","['deliveri', 'slow']",deliveri slow,0.0,0.6,0.4,negative
sicepat cepet bgtt ini paket buyer baru drop kemarin sekarang sudah pda nyampeee,cepet bgtt ini paket buyer baru drop kemarin sekarang sudah pda nyampeee,"hurry up, this is the new buyer package drop yesterday, now it is pda.",hurry up new buyer package drop yesterday pda,"['hurry', 'up', 'new', 'buyer', 'package', 'drop', 'yesterday', 'pda']","['hurri', 'up', 'new', 'buyer', 'packag', 'drop', 'yesterday', 'pda']",hurri up new buyer packag drop yesterday pda,0.0,0.231,0.769,negative
DISURUH DROP DI CABANG YG JAUHNYA JAM menurut kamu anjirrrrr yang benar saja kamu sicepat,DISURUH DROP DI CABANG YG JAUHNYA JAM menurut kamu anjirrrrr yang benar saja kamu,"told to drop in a branch that is far away, according to you, you are just you",told drop branch far away according you,"['told', 'drop', 'branch', 'far', 'away', 'according', 'you']","['told', 'drop', 'branch', 'far', 'away', 'accord', 'you']",told drop branch far away accord you,0.0,0.259,0.741,negative
Sama anjir si lelet ini paketku juga di cris cros hadeuhhh lelet sangat emg,Sama anjir si lelet ini paketku juga di cris cros hadeuhhh lelet sangat emg,"the same as this slow, my package is also in criss cross hadeuhh.",slow package also criss cross hadeuhh,"['slow', 'package', 'also', 'criss', 'cross', 'hadeuhh']","['slow', 'packag', 'also', 'criss', 'cross', 'hadeuhh']",slow packag also criss cross hadeuhh,0.0,0.231,0.769,negative
Sicepat sama shopee xpress tuh nerima drop off minggu tidak sih,sama shopee xpress tuh nerima drop off minggu tidak sih,same shopee express received a drop off week or not,shopee express received drop week,"['shopee', 'express', 'received', 'drop', 'week']","['shope', 'express', 'receiv', 'drop', 'week']",shope express receiv drop week,0.0,0.344,0.656,negative
jujur gakk paket gw sekarang ada dimana sebenernya Tim kalian update posisi paket saja lemot benar Itu paket isinya buku gw yang mau gw presentasiin pas seminar hasil kemarin woiiiiiiiiii,jujur gakk paket gw sekarang ada dimana sebenernya Tim kalian update posisi paket saja lemot benar Itu paket isinya buku gw yang mau gw presentasiin pas seminar hasil kemarin woiiiiiiiiii,"honestly, i don't have my package, now where your team actually updates the position of the package, it's just slow, the package is my book, which i want to present when the seminar results yesterday, woii",honestly package team actually updates position package slow package book want present seminar results yesterday woii,"['honestly', 'package', 'team', 'actually', 'updates', 'position', 'package', 'slow', 'package', 'book', 'want', 'present', 'seminar', 'results', 'yesterday', 'woii']","['honestli', 'packag', 'team', 'actual', 'updat', 'posit', 'packag', 'slow', 'packag', 'book', 'want', 'present', 'seminar', 'result', 'yesterday', 'woii']",honestli packag team actual updat posit packag slow packag book want present seminar result yesterday woii,0.077,0.089,0.833,negative
awas kamu yah sicepat bnrn saya gebukin kamu kalau paket saya rusak demi apapun,awas kamu yah bnrn saya gebukin kamu kalau paket saya rusak demi apapun,"watch out for you, i will be a lot of you if my package is broken for anything",watch you lot package broken anything,"['watch', 'you', 'lot', 'package', 'broken', 'anything']","['watch', 'you', 'lot', 'packag', 'broken', 'anyth']",watch you lot packag broken anyth,0.0,0.383,0.617,negative
Aneh banget apa tidak dibaca sama sekali alamatnya sama kurirnya jelas di tulis detail banget dan di gang v sampe deskripsi diisi detail kenapa jauh banget yah nyasarnya sampe gang ix nomor rumah pun beda jauh tolonglah biasakan dibaca sebelum di drop ke cust,Aneh banget apa tidak dibaca sama sekali alamatnya sama kurirnya jelas di tulis detail banget dan di gang v sampe deskripsi diisi detail kenapa jauh banget yah nyasarnya sampe gang ix nomor rumah pun beda jauh tolonglah biasakan dibaca sebelum di drop ke cust,it's really strange whether it's not read at all the address with the courier is clearly written in detail and in gang v until the description is filled in detail why it is very far away until the gang ix the house number is much different please make it a habit to read before it is dropped to the cust,really strange whether read address courier clearly written detail gang v description filled detail far away gang ix house number much different please make habit read dropped cust,"['really', 'strange', 'whether', 'read', 'address', 'courier', 'clearly', 'written', 'detail', 'gang', 'v', 'description', 'filled', 'detail', 'far', 'away', 'gang', 'ix', 'house', 'number', 'much', 'different', 'please', 'make', 'habit', 'read', 'dropped', 'cust']","['realli', 'strang', 'whether', 'read', 'address', 'courier', 'clearli', 'written', 'detail', 'gang', 'v', 'descript', 'fill', 'detail', 'far', 'away', 'gang', 'ix', 'hous', 'number', 'much', 'differ', 'pleas', 'make', 'habit', 'read', 'drop', 'cust']",realli strang whether read address courier clearli written detail gang v descript fill detail far away gang ix hous number much differ pleas make habit read drop cust,0.044,0.071,0.884,negative
sama kak paketku statusnya stuck di keluar jaktim tidak resi,sama kak paketku statusnya stuck di keluar jaktim tidak resi,"and my package, the status is stuck in the jaktim not receipt",package status stuck jaktim receipt,"['package', 'status', 'stuck', 'jaktim', 'receipt']","['packag', 'statu', 'stuck', 'jaktim', 'receipt']",packag statu stuck jaktim receipt,0.0,0.333,0.667,negative
ini kenapa paket saya bolak balik cianjur jaktim mulu sih Padahal tujuannya ke Jawa Tengah Dikirim tanggal sampe sekarang masih muter tidak jelas,ini kenapa paket saya bolak balik cianjur jaktim mulu sih Padahal tujuannya ke Jawa Tengah Dikirim tanggal sampe sekarang masih muter tidak jelas,"this is why my package goes back and forth, cianjur, east jakarta, even though the goal to central java is sent until now, it is still unclear",package goes back forth cianjur east jakarta even though goal central java sent now still unclear,"['package', 'goes', 'back', 'forth', 'cianjur', 'east', 'jakarta', 'even', 'though', 'goal', 'central', 'java', 'sent', 'now', 'still', 'unclear']","['packag', 'goe', 'back', 'forth', 'cianjur', 'east', 'jakarta', 'even', 'though', 'goal', 'central', 'java', 'sent', 'now', 'still', 'unclear']",packag goe back forth cianjur east jakarta even though goal central java sent now still unclear,0.0,0.118,0.882,negative
pakai sicepat saja kak wkwk doubel bubble wrap biar anti goncangan,pakai saja kak wkwk doubel bubble wrap biar anti goncangan,just use sis double bubble wrap to be anti -shock,use sis double bubble wrap anti shock,"['use', 'sis', 'double', 'bubble', 'wrap', 'anti', 'shock']","['use', 'si', 'doubl', 'bubbl', 'wrap', 'anti', 'shock']",use si doubl bubbl wrap anti shock,0.0,0.495,0.505,negative
Maaf koteng saya tidak akan buka luka yang menyakitkan itu tanggung jawab kamu admin temen saya sakit hati karena paketnya diilangin sama kurir kamu,Maaf koteng saya tidak akan buka luka yang menyakitkan itu tanggung jawab kamu admin temen saya sakit hati karena paketnya diilangin sama kurir kamu,"sorry, my koteng will not open a painful wound that is your responsibility admin, my friend is hurt because the package is told by your courier",sorry koteng open painful wound responsibility admin friend hurt package told courier,"['sorry', 'koteng', 'open', 'painful', 'wound', 'responsibility', 'admin', 'friend', 'hurt', 'package', 'told', 'courier']","['sorri', 'koteng', 'open', 'pain', 'wound', 'respons', 'admin', 'friend', 'hurt', 'packag', 'told', 'courier']",sorri koteng open pain wound respons admin friend hurt packag told courier,0.169,0.354,0.476,negative
MANA TANGGUNG JAWABNYA PAKET ILANG GA JELAS,MANA TANGGUNG JAWABNYA PAKET ILANG GA JELAS,"where is the responsibility for the disappearance, the disappearance is unclear",responsibility disappearance disappearance unclear,"['responsibility', 'disappearance', 'disappearance', 'unclear']","['respons', 'disappear', 'disappear', 'unclear']",respons disappear disappear unclear,0.0,0.853,0.147,negative
dan LAGI Layanan sicepat tiba aktif sendiri Terakhir JampT hari ini tiba sicepat ikutan aktif padahal dua itu jauh sangat dari rumah dan kantor sudah bingung harus bagaimana sama toped dagangan pun makin sepi karena algorithmnya kacau,dan LAGI Layanan tiba aktif sendiri Terakhir JampT hari ini tiba ikutan aktif padahal dua itu jauh sangat dari rumah dan kantor sudah bingung harus bagaimana sama toped dagangan pun makin sepi karena algorithmnya kacau,"and again the service arrived, the last time, the last time, jampt arrived, arrived actively, even though the two were far from home and office, they were confused about what to do, the merchandise was even more quiet because the algorithm was chaotic",service arrived last time last time jampt arrived arrived actively even though two far home office confused do merchandise even quiet algorithm chaotic,"['service', 'arrived', 'last', 'time', 'last', 'time', 'jampt', 'arrived', 'arrived', 'actively', 'even', 'though', 'two', 'far', 'home', 'office', 'confused', 'do', 'merchandise', 'even', 'quiet', 'algorithm', 'chaotic']","['servic', 'arriv', 'last', 'time', 'last', 'time', 'jampt', 'arriv', 'arriv', 'activ', 'even', 'though', 'two', 'far', 'home', 'offic', 'confus', 'do', 'merchandis', 'even', 'quiet', 'algorithm', 'chaotic']",servic arriv last time last time jampt arriv arriv activ even though two far home offic confus do merchandis even quiet algorithm chaotic,0.0,0.127,0.873,negative
eh saya bingung deh bedanya hematregular apa soalnya saya co di etalase a pilih regular tu jntsicepat di etalase lain pilih regular spx bagaimana bedainnya jadi tidak enak saya cancel pesanan karena salah pilih opsi,eh saya bingung deh bedanya hematregular apa soalnya saya co di etalase a pilih regular tu jntsicepat di etalase lain pilih regular bagaimana bedainnya jadi tidak enak saya cancel pesanan karena salah pilih opsi,"eh, i'm confused, the difference between hematregular is the problem because i am in a storefront, selecting regular tu jntsicepas in another storefront, select regular",eh im confused difference hematregular problem storefront selecting regular tu jntsicepas another storefront select regular,"['eh', 'im', 'confused', 'difference', 'hematregular', 'problem', 'storefront', 'selecting', 'regular', 'tu', 'jntsicepas', 'another', 'storefront', 'select', 'regular']","['eh', 'im', 'confus', 'differ', 'hematregular', 'problem', 'storefront', 'select', 'regular', 'tu', 'jntsicepa', 'anoth', 'storefront', 'select', 'regular']",eh im confus differ hematregular problem storefront select regular tu jntsicepa anoth storefront select regular,0.0,0.162,0.838,negative
Ekspedisi ini kenapa lambat sangat ya Sidoarjojbr masa hari masih sampe probolinggo,Ekspedisi ini kenapa lambat sangat ya Sidoarjojbr masa hari masih sampe probolinggo,"this expedition is why is it so slow, sidoarjojbr is still until probolinggo",expedition slow sidoarjojbr still probolinggo,"['expedition', 'slow', 'sidoarjojbr', 'still', 'probolinggo']","['expedit', 'slow', 'sidoarjojbr', 'still', 'probolinggo']",expedit slow sidoarjojbr still probolinggo,0.0,0.273,0.727,negative
Paraaaahhh paket dgn resi lelet amat tidak sampetolong dong diantar,Paraaaahhh paket dgn resi lelet amat tidak sampetolong dong diantar,parahh package with slow receipt is very not to can please delho,parahh package slow receipt please delho,"['parahh', 'package', 'slow', 'receipt', 'please', 'delho']","['parahh', 'packag', 'slow', 'receipt', 'pleas', 'delho']",parahh packag slow receipt pleas delho,0.0,0.231,0.769,negative
Ngaco ngaco ganti nama saja admin jadi si lelet paket dari tanggal malah di criscros mana kurir ngirim jam malem gila apa itu kurir apa setann,Ngaco ngaco ganti nama saja admin jadi si lelet paket dari tanggal malah di criscros mana kurir ngirim jam malem gila apa itu kurir apa setann,ngaco ngaco just change the name of the admin to the slow package from the date instead at the criscros where the courier sent the mall at night what is the courier what is the devil,ngaco ngaco change name admin slow package date instead criscros courier sent mall night courier devil,"['ngaco', 'ngaco', 'change', 'name', 'admin', 'slow', 'package', 'date', 'instead', 'criscros', 'courier', 'sent', 'mall', 'night', 'courier', 'devil']","['ngaco', 'ngaco', 'chang', 'name', 'admin', 'slow', 'packag', 'date', 'instead', 'criscro', 'courier', 'sent', 'mall', 'night', 'courier', 'devil']",ngaco ngaco chang name admin slow packag date instead criscro courier sent mall night courier devil,0.0,0.296,0.704,negative
cb dong admin mau tahu sbnrnya terakhir drop paket jam berapa harusnya,cb dong admin mau tahu sbnrnya terakhir drop paket jam berapa harusnya,"cb, admin, i want to know, the last time dropped what time the package should be",cb admin want know last time dropped time package,"['cb', 'admin', 'want', 'know', 'last', 'time', 'dropped', 'time', 'package']","['cb', 'admin', 'want', 'know', 'last', 'time', 'drop', 'time', 'packag']",cb admin want know last time drop time packag,0.125,0.202,0.673,negative
tolonglah pakai ekspedisi yang pasti saja jangan yang abal dan tidak niat kerja seperti Paket saya padahal satu kota yang sama dari tanggal sudah dikurir tetapi tidak sampe Udahlah pakai yang tidak jelas gini masih ada JNE JampT Sicepat Putus saja kemitraan sama SAP,tolonglah pakai ekspedisi yang pasti saja jangan yang abal dan tidak niat kerja seperti Paket saya padahal satu kota yang sama dari tanggal sudah dikurir tetapi tidak sampe Udahlah pakai yang tidak jelas gini masih ada JampT Putus saja kemitraan sama SAP,"please use an expedition that is definitely not a fake and not intention to work like my package even though one city of the same from the date has been deducted but not until it's already used that is not clear, there is still a broken jampt.",please use expedition definitely fake intention work like package even though one city date deducted already used clear still broken jampt,"['please', 'use', 'expedition', 'definitely', 'fake', 'intention', 'work', 'like', 'package', 'even', 'though', 'one', 'city', 'date', 'deducted', 'already', 'used', 'clear', 'still', 'broken', 'jampt']","['pleas', 'use', 'expedit', 'definit', 'fake', 'intent', 'work', 'like', 'packag', 'even', 'though', 'one', 'citi', 'date', 'deduct', 'alreadi', 'use', 'clear', 'still', 'broken', 'jampt']",pleas use expedit definit fake intent work like packag even though one citi date deduct alreadi use clear still broken jampt,0.18,0.219,0.601,negative
kaget ini buyer pesen pakai sicepat saya ngedrop paket jauh banget,kaget ini buyer pesen pakai saya ngedrop paket jauh banget,surprised this buyer ordered me to drop a very far package,surprised buyer ordered drop far package,"['surprised', 'buyer', 'ordered', 'drop', 'far', 'package']","['surpris', 'buyer', 'order', 'drop', 'far', 'packag']",surpris buyer order drop far packag,0.0,0.296,0.704,negative
emang ngeselin sangat sumpah deh kak saya pun kesel bgtttt jugaan masalahnya ilangnya dimana juga kita tidak dikasi tahu kan,emang ngeselin sangat sumpah deh kak saya pun kesel bgtttt jugaan masalahnya ilangnya dimana juga kita tidak dikasi tahu kan,"it really said i swear, sis, sis, i was so frustrated by the problem where we were not know",really said swear sis sis frustrated problem know,"['really', 'said', 'swear', 'sis', 'sis', 'frustrated', 'problem', 'know']","['realli', 'said', 'swear', 'si', 'si', 'frustrat', 'problem', 'know']",realli said swear si si frustrat problem know,0.0,0.394,0.606,negative
sumpah dis saya desperate,sumpah dis saya desperate,i swear dis i desperate,swear dis desperate,"['swear', 'dis', 'desperate']","['swear', 'di', 'desper']",swear di desper,0.0,0.375,0.625,negative
Bingung mau menyalahkan gw tinggal di Kalimantan atau,Bingung mau menyalahkan gw tinggal di Kalimantan atau,confused about to blame me to live in kalimantan or,confused blame live kalimantan,"['confused', 'blame', 'live', 'kalimantan']","['confus', 'blame', 'live', 'kalimantan']",confus blame live kalimantan,0.0,0.444,0.556,negative
maksud saya kalau emang gabisa sesuai estimasi waktu gausah pakai segala status paket sedang diantar ke alamat tujuan ujung ujung ditunda dengan alasan yang tidak jelas,maksud saya kalau emang gabisa sesuai estimasi waktu gausah pakai segala status paket sedang diantar ke alamat tujuan ujung ujung ditunda dengan alasan yang tidak jelas,i mean if it can't be according to the estimation of time not to use all the status of the package is being delivered to the destination address ujung is postponed for unclear reasons,mean cant according estimation time use status package delivered destination address ujung postponed unclear reasons,"['mean', 'cant', 'according', 'estimation', 'time', 'use', 'status', 'package', 'delivered', 'destination', 'address', 'ujung', 'postponed', 'unclear', 'reasons']","['mean', 'cant', 'accord', 'estim', 'time', 'use', 'statu', 'packag', 'deliv', 'destin', 'address', 'ujung', 'postpon', 'unclear', 'reason']",mean cant accord estim time use statu packag deliv destin address ujung postpon unclear reason,0.0,0.125,0.875,negative
woy paket gw stuck dah mau seminggu ajg,woy paket gw stuck dah mau seminggu ajg,"woy, my package is stuck, i want a week",woy package stuck want week,"['woy', 'package', 'stuck', 'want', 'week']","['woy', 'packag', 'stuck', 'want', 'week']",woy packag stuck want week,0.206,0.317,0.476,negative
Ingat Kami gamau di ganti cm sangat ongkir kami maunya di ganti yang sesuai atau PAKET kami dikembalikan Klo di ganti harus yang wajar kalau tidak brrti kami punya hak tuk terus komplen dan AUTO ENDORSE dll sampai bertahuntahun pun kami siap,Ingat Kami gamau di ganti cm sangat ongkir kami maunya di ganti yang sesuai atau PAKET kami dikembalikan Klo di ganti harus yang wajar kalau tidak brrti kami punya hak tuk terus komplen dan AUTO ENDORSE dll sampai bertahuntahun pun kami siap,"remember we are not replaced by cm very postage, we want to be replaced according to the appropriate package or our package is returned if it is replaced, it must be natural if we don't have the right to continue to complain and auto endorse etc. for years we are ready",remember replaced cm postage want replaced according appropriate package package returned replaced must natural right continue complain auto endorse etc years ready,"['remember', 'replaced', 'cm', 'postage', 'want', 'replaced', 'according', 'appropriate', 'package', 'package', 'returned', 'replaced', 'must', 'natural', 'right', 'continue', 'complain', 'auto', 'endorse', 'etc', 'years', 'ready']","['rememb', 'replac', 'cm', 'postag', 'want', 'replac', 'accord', 'appropri', 'packag', 'packag', 'return', 'replac', 'must', 'natur', 'right', 'continu', 'complain', 'auto', 'endors', 'etc', 'year', 'readi']",rememb replac cm postag want replac accord appropri packag packag return replac must natur right continu complain auto endors etc year readi,0.055,0.105,0.84,negative
sicepat ini awikwok sangat anjir saya ngedrop paket tadi di counter ternyata self service saya kira tadi langsung di scanin sama karyawannya sampe sekarang saya pulang belum di scan juga tuh paket hmm,ini awikwok sangat anjir saya ngedrop paket tadi di counter ternyata self service saya kira tadi langsung di scanin sama karyawannya sampe sekarang saya pulang belum di scan juga tuh paket hmm,"this is really an awikwok, i dropped the package at the counter, it turns out that i thought i was directly scanned by his employees until now i haven't been scanned now.",really awikwok dropped package counter turns thought directly scanned employees scanned now,"['really', 'awikwok', 'dropped', 'package', 'counter', 'turns', 'thought', 'directly', 'scanned', 'employees', 'scanned', 'now']","['realli', 'awikwok', 'drop', 'packag', 'counter', 'turn', 'thought', 'directli', 'scan', 'employe', 'scan', 'now']",realli awikwok drop packag counter turn thought directli scan employe scan now,0.0,0.16,0.84,negative
sicepat nih mmg ngeselin ya tiap pakai dia selau bermasalah anj,nih mmg ngeselin ya tiap pakai dia selau bermasalah anj,here is ngeelin yes every time he uses he always has a problem,ngeelin yes every time uses always problem,"['ngeelin', 'yes', 'every', 'time', 'uses', 'always', 'problem']","['ngeelin', 'ye', 'everi', 'time', 'use', 'alway', 'problem']",ngeelin ye everi time use alway problem,0.0,0.31,0.69,negative
admin kl pick up paket lama sangat tuh kurirnya mampir ke monas dl apa bagaimana sih,admin kl pick up paket lama sangat tuh kurirnya mampir ke monas dl apa bagaimana sih,admin kl pick up the old package is very very courier to stop by monas in what the heck,admin kl pick old package courier stop monas heck,"['admin', 'kl', 'pick', 'old', 'package', 'courier', 'stop', 'monas', 'heck']","['admin', 'kl', 'pick', 'old', 'packag', 'courier', 'stop', 'mona', 'heck']",admin kl pick old packag courier stop mona heck,0.0,0.216,0.784,negative
percuma balesanya tetep template,percuma balesanya tetep template,it's useless to keep the template,useless keep template,"['useless', 'keep', 'template']","['useless', 'keep', 'templat']",useless keep templat,0.0,0.583,0.417,negative
plis sicepat seburuk itu kah gw liat review orang di sicepat paling deket sedaerah ku parah sangat woi,plis seburuk itu kah gw liat review orang di paling deket sedaerah ku parah sangat woi,"plis is that bad, i see the review of the people in the most close area.",plis bad see review people close area,"['plis', 'bad', 'see', 'review', 'people', 'close', 'area']","['pli', 'bad', 'see', 'review', 'peopl', 'close', 'area']",pli bad see review peopl close area,0.0,0.368,0.632,negative
ih kita juga pernah bgni di sicepat mana dp kantor tidak tahu di mana kontaknya tidak punya akhirnya kita ajukan di shopee kembali dana nanti begitu baru dp kantor yang di palu ba hubungi dan akhirnya de kasi nomornya kurir kalau te salah,ih kita juga pernah bgni di mana dp kantor tidak tahu di mana kontaknya tidak punya akhirnya kita ajukan di shopee kembali dana nanti begitu baru dp kantor yang di palu ba hubungi dan akhirnya de kasi nomornya kurir kalau te salah,uh we have also been bgni where the office dp doesn't know where the contact does not have finally we submit it in shopee again the funds will be so new dp offices in palu ba contact and finally the number of courier numbers if you are wrong,uh also bgni office dp know contact finally submit shopee funds new dp offices palu ba contact finally number courier numbers wrong,"['uh', 'also', 'bgni', 'office', 'dp', 'know', 'contact', 'finally', 'submit', 'shopee', 'funds', 'new', 'dp', 'offices', 'palu', 'ba', 'contact', 'finally', 'number', 'courier', 'numbers', 'wrong']","['uh', 'also', 'bgni', 'offic', 'dp', 'know', 'contact', 'final', 'submit', 'shope', 'fund', 'new', 'dp', 'offic', 'palu', 'ba', 'contact', 'final', 'number', 'courier', 'number', 'wrong']",uh also bgni offic dp know contact final submit shope fund new dp offic palu ba contact final number courier number wrong,0.105,0.126,0.769,negative
emang boleh ya paket diterima tidak sesuai tanggal sengaja pakai yang sameday tetapi tidak tepat waktu mana bikin bukti penerimaan palsu Sedang di shopee jelek sangat kurir kamu,emang boleh ya paket diterima tidak sesuai tanggal sengaja pakai yang sameday tetapi tidak tepat waktu mana bikin bukti penerimaan palsu Sedang di shopee jelek sangat kurir kamu,it is possible that the package is received not according to the deliberately used date but not on time which makes proof of fake acceptance in shopee ugly very courier you,possible package received according deliberately used date time makes proof fake acceptance shopee ugly courier,"['possible', 'package', 'received', 'according', 'deliberately', 'used', 'date', 'time', 'makes', 'proof', 'fake', 'acceptance', 'shopee', 'ugly', 'courier']","['possibl', 'packag', 'receiv', 'accord', 'deliber', 'use', 'date', 'time', 'make', 'proof', 'fake', 'accept', 'shope', 'ugli', 'courier']",possibl packag receiv accord deliber use date time make proof fake accept shope ugli courier,0.139,0.166,0.695,negative
SUMPAH YA PAKET AKU MANA SURUH TUNGGU TERUSSSSSS SAMPE KAPAN Tidak memuaskan bintang,SUMPAH YA PAKET AKU MANA SURUH TUNGGU TERUSSSSSS SAMPE KAPAN Tidak memuaskan bintang,"i swear, where is my package, where are you asking to wait until when it doesn't satisfy the stars",swear package asking wait satisfy stars,"['swear', 'package', 'asking', 'wait', 'satisfy', 'stars']","['swear', 'packag', 'ask', 'wait', 'satisfi', 'star']",swear packag ask wait satisfi star,0.0,0.194,0.806,negative
Tidak biasanya marahmarah karena waktu dah mepet tetapi barang belom sampe soalnya selalu estimasi sendiri lama perjalanannya Tapi inimah emang saja yang jelek Kirim dari Jkt padahal,Tidak biasanya marahmarah karena waktu dah mepet tetapi barang belom sampe soalnya selalu estimasi sendiri lama perjalanannya Tapi inimah emang saja yang jelek Kirim dari Jkt padahal,"not usually angry because the time is tight but the goods have not yet arrived because the estimation is always an estimated for the long journey, but this is the bad one, the bad send from jkt even though",usually angry time tight goods yet arrived estimation always estimated long journey bad one bad send jkt even though,"['usually', 'angry', 'time', 'tight', 'goods', 'yet', 'arrived', 'estimation', 'always', 'estimated', 'long', 'journey', 'bad', 'one', 'bad', 'send', 'jkt', 'even', 'though']","['usual', 'angri', 'time', 'tight', 'good', 'yet', 'arriv', 'estim', 'alway', 'estim', 'long', 'journey', 'bad', 'one', 'bad', 'send', 'jkt', 'even', 'though']",usual angri time tight good yet arriv estim alway estim long journey bad one bad send jkt even though,0.112,0.27,0.618,negative
apaan dah ni kurir nya pada ngapain paket yang satu dari tanggal ketahan dikantor yang satu lagi salah alamat mana pesanan orang semua tolong lah,apaan dah ni kurir nya pada ngapain paket yang satu dari tanggal ketahan dikantor yang satu lagi salah alamat mana pesanan orang semua tolong lah,what's the courier what is the package of one from the date of the durability in the office on the other wrong address where the orders of all people please,whats courier package one date durability office wrong address orders people please,"['whats', 'courier', 'package', 'one', 'date', 'durability', 'office', 'wrong', 'address', 'orders', 'people', 'please']","['what', 'courier', 'packag', 'one', 'date', 'durabl', 'offic', 'wrong', 'address', 'order', 'peopl', 'pleas']",what courier packag one date durabl offic wrong address order peopl pleas,0.0,0.22,0.78,negative
Gebukin saja poi sicepat emang ngeslin,Gebukin saja poi emang ngeslin,just gebukin points are really annoying,gebukin points really annoying,"['gebukin', 'points', 'really', 'annoying']","['gebukin', 'point', 'realli', 'annoy']",gebukin point realli annoy,0.0,0.492,0.508,negative
UDAH KESEL BANGET GUA KASIH STIKER GANTA AJA PELAYANANNYA JELEK,UDAH KESEL BANGET GUA KASIH STIKER GANTA AJA PELAYANANNYA JELEK,"already really upset, i just give a sticker to be bad service",already really upset give sticker bad service,"['already', 'really', 'upset', 'give', 'sticker', 'bad', 'service']","['alreadi', 'realli', 'upset', 'give', 'sticker', 'bad', 'servic']",alreadi realli upset give sticker bad servic,0.0,0.55,0.45,negative
Jnt eco biasanya pakai kapal Sicepat halu itu sama saja menurutku Jadi sicepat saya trauma pakai eco hilang dijalan,eco biasanya pakai kapal halu itu sama saja menurutku Jadi saya trauma pakai eco hilang dijalan,eco usually uses the ship halu is the same as i think i traumatized using eco missing on the road,eco usually uses ship halu think traumatized using eco missing road,"['eco', 'usually', 'uses', 'ship', 'halu', 'think', 'traumatized', 'using', 'eco', 'missing', 'road']","['eco', 'usual', 'use', 'ship', 'halu', 'think', 'traumat', 'use', 'eco', 'miss', 'road']",eco usual use ship halu think traumat use eco miss road,0.0,0.138,0.862,negative
Seharusnya lebih teliti lagi ketika menyortir barang agar tidak salah alamat seperti ini,Seharusnya lebih teliti lagi ketika menyortir barang agar tidak salah alamat seperti ini,should be more thorough when sorting the item so that it is not wrong address like this,thorough sorting item wrong address like,"['thorough', 'sorting', 'item', 'wrong', 'address', 'like']","['thorough', 'sort', 'item', 'wrong', 'address', 'like']",thorough sort item wrong address like,0.26,0.323,0.417,negative
Hahahahahah akeh korbane sicepat padahal gacepat,Hahahahahah akeh korbane padahal gacepat,hahahaha akeh victims even though it's not fast,hahahaha akeh victims even though fast,"['hahahaha', 'akeh', 'victims', 'even', 'though', 'fast']","['hahahaha', 'akeh', 'victim', 'even', 'though', 'fast']",hahahaha akeh victim even though fast,0.197,0.276,0.526,negative
lelet besok ganti nama jadi silelet,lelet besok ganti nama jadi silelet,slow tomorrow change name to silelet,slow tomorrow change name silelet,"['slow', 'tomorrow', 'change', 'name', 'silelet']","['slow', 'tomorrow', 'chang', 'name', 'silelet']",slow tomorrow chang name silelet,0.0,0.273,0.727,negative
kenapa whatsapp slow respon sekali ya saya ada beberapa kendala tolong segera di tanggapi,kenapa whatsapp slow respon sekali ya saya ada beberapa kendala tolong segera di tanggapi,"why is whatsapp slow response so i have some obstacles, please respond immediately",whatsapp slow response obstacles please respond immediately,"['whatsapp', 'slow', 'response', 'obstacles', 'please', 'respond', 'immediately']","['whatsapp', 'slow', 'respons', 'obstacl', 'pleas', 'respond', 'immedi']",whatsapp slow respons obstacl pleas respond immedi,0.0,0.2,0.8,negative
iyakan jelek sangat stuck di jaktim lama sangat,iyakan jelek sangat stuck di jaktim lama sangat,"yes, it is very bad in the old east jakarta",yes bad old east jakarta,"['yes', 'bad', 'old', 'east', 'jakarta']","['ye', 'bad', 'old', 'east', 'jakarta']",ye bad old east jakarta,0.0,0.467,0.533,negative
